"a","ه"
"sirâc","سِرَاجْ "
"sofestâî","سُوفَسْطَائ۪ي "
"sofî","صُوف۪ي"
"sosyalist","صُوسُيَالِستْ"
"suâl","سُؤَالْ"
"suâl-i mukadder","سُؤَالِ مُقَدَّرْ "
"subh-u haşir","صُبْحُ حَشْرْ"
"subh-u kıyamet","صُبْحُ قِيَامَتْ"
"suhre","سُخْرَه"
"suhûlet","سُهُولَتْ "
"suhûlet-i beyân","سُهُولَتِ بَيَانْ "
"suhûlet-i mutlaka","سُهُولَتِ مُطْلَقَه"
"su'-i hal","سُوءِ حَالْ"
"sû'-i ihtiyâr","سُوءِ اِخْتِيَارْ"
"sû'-i isti'mâlât","سُوءِ اِسْتِعْمَالَاتْ "
"sû'-i tefsîr","سُوءِ تَفْسِيرْ"
"sukūt","سُقُوطْ "
"sulfato","صُولْفَاتُو"
"sultân-ı ezel ve ebed","سُلْطَانِ اَزَلْ وَ اَبَدْ"
"sultan-ı sermedî","سُلْطَانِ سَرْمَدِي"
"sūret-i tahakkuk","صُورَتِ تَحَقُّقْ"
"suûd","صُعُودْ"
"sübût-u ilmî","ثُبُوتُ عِلْم۪ي"
"sülüs","ثُلُثْ"
"sülüs-ü kur'ân","ثُلُثُ قُرْآنْ"
"sümme","ثُمَّ "
"sünnet-i müekkede","سُنَّتِ  مُؤَكَّدَه "
"sünnet-i seniye","سُنَّتِ سَنِيَه "
"sünnetullâh","سُنَّةُ اللّٰهْ "
"süreyyâ","ثُرَيَّا "
"sürûr","سُرُورْ"
"sürûr-u mukaddes","سُرُورِ مُقَدَّسْ"
"süver-i kur'âniye","سُوَرِ قُرْاٰنِيَه "
"süveydâ","سُوَيْدَا "
"süveydâ-yı kalb","سُوَيْدَايِ قَلْبْ"
"şa'bân-ı muazzam","شَعْبَانِ مُعَظَّمْ "
"şa'bân-ı şerîf","شَعْبَانِ شَر۪يفْ "
"şâfî","شَاف۪ي "
"şâfî-i hakîm","شَاف۪ئِ حَك۪يمْ "
"şah-ı evliya","شَاهِ اَوْلِيَا "
"şâh-ı velâyet","شَاهِ وَلَايَتْ "
"şâhid-i ezelî","شَاهِدِ اَزَلِي"
"şâhid-i sâdık","شَاهِدِ صَادِقْ "
"şâhid-i sādık","شَاهِدِ صَادِقْ"
"şahm","شَحْمْ "
"şahs-ı ma'nevî","شَخْصِ مَعْنَو۪ي "
"şahs-ı vahid","شَخْصِ وَاحِدْ"
"şahsiyet-i âdemiyet","شَخْصِيَتِ آدَمِيَتْ"
"şakk-ı kamer","شَقِّ قَمَرْ"
"şârık","شَارِقْ"
"şark-ı şimâlî","شَرْقِ شِمَال۪ي "
"şarlatan","شَارْلَاتَانْ "
"şa'şaa","شَعْشَعَه"
"şayân-ı esef","شَايَانِ اَسَفْ "
"şâyân-ı hayret","شَايَانِ حَيْرَتْ "
"şâyân-ı şükrân","شَايَانِ شُكْرَانْ "
"şâyân-ı temâşâ","شَايَانِ تَمَاشَا "
"şecere-i bâkiye","شَجَرَۀِ بَاقِيَه"
"şecere-i hayat","شَجَرَۀِ حَيَاتْ "
"şecere-i hilkat","شَجَرَۀِ خِلْقَتْ "
"şecere-i ömür","شَجَرَۀِ عُمُرْ"
"şecere-i tûbâ","شَجَرَۀِ طُوبَا"
"şecere-i zîhayât","شَجَرَۀِ ذِي حَيَاتْ"
"şefkatperver","شَفْقَتْپَرْوَرْ"
"şehâdet-i sâdıka","شَهَادَتِ صَادِقَه"
"şehd-i şehadet","شَهْدِ شَهَادَتْ"
"şek","شَكْ "
"şemm","شَمّ"
"şems-i ezel ve ebed","شَمْسِ اَزَل وَ اَبَدْ "
"şems-i ezelî","شَمْسِ اَزَل۪ي "
"şems-i ezeliye","شَمْسِ اَزَلِيَه "
"şems-i hakîkat","شَمْسِ حَق۪يقَتْ"
"şems-i hidâyet","شَمْسِ هدِاَيَتْ"
"şems-i kemâlât","شَمْسِ كَمَالَاتْ"
"şems-i nübüvvet","شَمْسِ نُبُوَّتْ"
"şems-i sermed","شَمْسِ سَرْمَدْ"
"şems-i sermedî","شَمْسِ سَرْمَد۪ي "
"şe'n-i zâtî","شَأْنِ ذَاتِي"
"şerâit-i hayât","شَرَائِطِ حَيَاتْ"
"şerâit-i hayâtiye","شَرَائِطِ حَيَاتِيَه"
"şerâit-i hilâfet","شَرَائِطِ خِلَافَتْ "
"şerîat","شَر۪يعَتْ"
"şerîat-ı fıtriye","شَر۪يعَتِ فِطْرِيَه "
"şerîat-ı fıtriye-i kübrâ","شَر۪يعَتِ فِطْرِيَۀِ كُبْرَا "
"şerîk","شَر۪يكْ "
"şerîk-i zâtî","شَر۪يكِ ذَات۪ي "
"şerr-i hazîn","شَرِّ حَزِينْ"
"şerr-i mahz","شَرِّ مَحْضْ "
"şetim","شَتِمْ "
"şevket-i islâmiyet","شَوكَتِ اِسلاَمِيَتْ"
"şevk-i mukaddes","شَوْقِ مُقَدَّسْ"
"şevk-i tenzîlî","شَوْقِ تَنْزِيلِي"
"şeyhayn","شَيْخَيْنْ "
"şeyhülislâm","شَيْخُ اْلاِسْلَامْ "
"şeytân-ı racîm","شَيْطَانِ رَج۪يمْ"
"şıkk-ı muhâlif","شِقِّ مُخَالِفْ"
"şiddet-i takvâ","شِدَّتِ تَقْوَا"
"şiddet-i zuhûr","شِدَّتِ ظُهُورْ "
"şimendifer","شِيمَنْدِيفَرْ"
"şirk-i hafî","شِرْكِ خَف۪ي "
"şita","شِتَا"
"şuâ'","شُعَاعْ"
"şûrâ-yı devlet","شُورَايِ  دَوْلَتْ "
"şükr-ü külli","شُكْرُ كُلِّي"
"şükr-ü küllî","شُكْرُ كُلِّي"
"taaddüd-ü enbiyâ","تَعَدُّدُ اَنْبِيَا"
"taaddüd-ü merkez","تَعَدُّدُ مَرْكَزْ"
"taahhüd-ü rabbânî","تَعَهُّدُ رَبَّان۪ي"
"taallüm","تَعَلُّمْ"
"taarrüf","تَعَرُّفْ"
"taarrüf-ü rabbânî","تَعَرُّفُ رَبَّان۪ي"
"taattuf","تَعَطُّفْ"
"tabaka-i avâm","طَبَقَۀِ عَوَامْ"
"tabaka-i havâs","طَبَقَۀِ خَوَاصْ "
"tabîat-ı eşyâ","طَب۪يعَتِ اَشْيَا "
"tabiatperest","طَبِيعَتْپَرَسْتْ"
"tabîb-i hâzık","طَب۪يبِ حَاذِقْ"
"tâbiîn","تَابِع۪ينْ "
"tabur","طَابُورْ"
"tafdîl","تَفْض۪يلْ "
"tafsîl","تَفْص۪يلْ "
"tafsîlât","تَفْص۪يلَاتْ "
"tafsîlî","تَفْص۪يل۪ي "
"tafsîl-i mahiyet","تَفْص۪يلِ مَاهِيَتْ"
"tahabbüb","تَحَبُّبْ "
"tahabbüb-ü ilâhî","تَحَبُّبُ اِلٰه۪ي"
"tahaffuz","تَحَفَّظْ "
"tahallül","تَخَلُّلْ"
"tahammuk","تَحَمُّقْ "
"tahannün","تَحَنُّنْ"
"taharrüf","تَحَرُّفْ"
"taharrük","تَحَرُّكْ "
"tahassun","تَحَصُّنْ"
"tahassus","تَخَصُّصْ "
"tahattur-u farazî","تَخَطُّرُ فَرَض۪ي"
"tahavvüf","تَخَوُّفْ "
"tahayyül-ü şetim","تَخَيُّلُ شَتِمْ"
"tahayyüz","تَحَيُّزْ "
"tahkîk","تَحْق۪يقْ "
"tahkîkî","تَحْق۪يق۪ي "
"tahkîm","تَحْك۪يمْ "
"tahrîb-i medeniyet","تَخْرِيبِ مَدَنِيَتْ"
"tahrîfât","تَحْر۪يفَاتْ "
"tahrîm","تَحْرِيمْ"
"tahrîr","تَحْر۪يرْ"
"tahsîl","تَحْص۪يلْ "
"tahsîn","تَحْس۪ينْ"
"tahsîs","تَخْص۪يصْ"
"tahsîsât","تَخْص۪يصَاتْ "
"tahte'l-bahir","تَحْتَ الْبَحِرْ "
"taht-ı emir","تَحْتِ اَمِرْ "
"taht-ı hâkimiyet","تَحْتِ حَاكِمِيَتْ "
"taht-ı nezâret","تَحْتِ نَظَارَتْ "
"taht-ı riyâset","تَحْتِ رِيَاسَتْ"
"taht-ı silâh","تَحْتِ سِلَاحْ "
"taht-ı tasarruf","تَخْتِ تَصَرُّفْ "
"taht-ı tasdîk","تَحْتِ تَصْدِيقْ"
"taht-ı tevkîf","تَحْتِ تَوْق۪يفْ "
"tahtie","تَخْطِئَه "
"tahvîl","تَحْو۪يلْ "
"tahvîl-i mekân","تَحْوِيلِ مَكَانْ "
"takaddüs","تَقَدُّسْ "
"takarrur","تَقَرُّرْ "
"takdîm","تَقْد۪يمْ "
"takdîr","تَقْدِيرْ"
"taksîmât","تَقْس۪يمَاتْ"
"taksîm-i aklî","تَقْس۪يمِ عَقْل۪ي "
"taksîm-i umûr","تَقْس۪يمِ اُمُورْ"
"takvîm","تَقْوِيمْ"
"talak","طَلَاقْ"
"tālib","طَالِبْ"
"tâlib-i dünya","طَالِبِ دُنْيَا"
"talih","طَالِحْ"
"ta'lîkan","تَعْل۪يقًا "
"ta'lim","تَعْل۪يمْ"
"tango","طانْغُو"
"tarafgîrlik","طَرَفْگ۪يرْلِكْ"
"tard-ı şerîk","طَرْدِ شَر۪يكْ "
"târîh-i kadîm"," تَار۪يخِ قَد۪يمْ "
"târîh-i velâdet","تَارِيخِ وَلَادَتْ"
"târik","تَارِكْ "
"tarîkat","طَر۪يقَتْ"
"tarîk-i cehriye","طَرِيقِ جَهْرِيَه"
"târik-i dünya","تَارِكِ دُنْيَا "
"târik-i dünyâ","تَارِكِ دُنْيَا "
"tarîk-i hak","طَر۪يقِ حَقْ "
"tarîk-i hakîkat","طَر۪يقِ حَقِيقَتْ"
"tarîk-i kur'ânî","طَرِيقِ قُرْآنِي"
"tarîk-i müstakîm","طَر۪يقِ مُسْتَق۪يمْ "
"tarîk-i vahdâniyet","طَر۪يقِ وَحْدَانِيَتْ"
"tarz-ı beyân","طَرْزِ بَيَانْ"
"tarz-ı intihabât","طَرْزِ اِنْتِخَابَاتْ"
"tarz-ı maîşet","طَرْزِ مَع۪يشَتْ "
"tarz-ı müdâfaa","طَرْزِ مُدَافَعَه "
"tarz-ı nazar","طَرْزِ نَظَرْ"
"tarz-ı telakkî","طَرْزِ تَلَقّ۪ي "
"tarziye","تَرْضِيَه "
"tasallüb","تَصَلُّبْ"
"tasannu'","تَصَنُّعْ"
"tasavvuf","تَصَوُّفْ"
"tasavvuran","تَصَوُّرًا"
"tasavvur-u küfür","تَصَوُّرُ كُفُرْ"
"tasavvur-u vahiy","تَصَوُّرُ وَحِي"
"tasavvur-u zevâl","تَصَوُّرُزَوَالْ"
"tasdîknâme","تَصْدِيقْنَامَه"
"tashîh","تَصْح۪يحْ "
"tasrîf-i hava","تَصْرِيفِ هَوَا"
"tasvîr-i hakîkat","تَصْوِيرِ حَقِيقَتْ"
"tatbîk-i amel","تَطْبِيقِ عَمَلْ"
"tavazzuh","تَوَضُّحْ "
"tavla","تَاوْلَا "
"tavr-ı akıl","طَوْرِ عَقِلْ"
"tavr-ı nebevî","طَوْرِ نَبَو۪ي"
"ta'yînât","تَعْي۪ينَاتْ"
"tazarruf","تَظَرُّفْ"
"ta'ziyenâme","تَعْزِيَه نَامَه "
"tebârüz","تَبَارُزْ"
"tebdîl-i hava","تَبْد۪يلِ هَوَا"
"tebdîl-i mekân","تَبْد۪يلِ مَكَانْ "
"tebeiyet","تَبَعِيَتْ "
"tebelbül-ü akvâm","تَبَلْبُلُ اَقْوَامْ"
"tebliğ-i risâlet","تَبْلِيغِ رِسَالَتْ"
"tebyîz","تَبْي۪يضْ "
"tecdîd-i bîat","تَجْد۪يدِ ب۪يعَتْ "
"tecellî-i sırr-ı ehadiyet","تَجَلِّئِ سِرِّاَحَدِيَتْ"
"tecelliyât","تَجَلِّيَاتْ"
"tecelliyât-ı seyyâl","تَجَلِّيَاتِ سَيَّالْ"
"tecemmu'","تَجَمُّعْ"
"tecennüb","تَجَنُّبْ "
"tecrîd-i mutlak","تَجْر۪يدِ مُطْلَقْ "
"tecrîd-i münferid","تَجْر۪يدِ مُنْفَرِدْ "
"tedehhüş","تَدَهُّشْ"
"tedvîr-i kâinât","تَدْو۪يرِكَائِنَاتْ "
"teemmel","تَأَمَّلْ"
"teeyyüd","تَأَيُّدْ "
"tefahhuş","تَفَحُّشْ "
"tefekküh","تَفَكُّهْ"
"teferruât","تَفَرُّعَاتْ"
"tefeyyüz","تَفَيُّضْ "
"tefrîka","تَفْر۪يقَه"
"tefrîş","تَفْر۪يشْ"
"tefsîr","تَفْس۪يرْ"
"tefvîz","تَفْوِيضْ"
"tegannî","تَغَنّ۪ي "
"tehalüf","تَخَالُفْ"
"teheccüd","تَهَجُّدْ "
"tekaddüm","تَقَدُّمْ "
"tekâlif-i şer'iye","تَكَالِفِ شَرْعِيَه"
"tekeffül-ü rabbânî","تَكَفُّلُ رَبَّان۪ي "
"tekellüf","تَكَلُّفْ "
"tekellüm-ü ilâhî","تَكَلُّمُ اِلٰه۪ي"
"tekvînî","تَكْو۪ين۪ي "
"telaffuz","تَلَفُّظْ "
"televvüs","تَلَوُّثْ"
"telkîn-i ümmet","تَلْقِينْ اُمَّتْ"
"temeddüh","تَمَدُّحْ "
"temennâ","تَمَنَّا "
"temessük","تَمَسُّكْ "
"te'mîn","تَأْم۪ينْ"
"te'mînat","تَأْمِينَاتْ"
"temsîlî","تَمْثِيلِي"
"tenezzüh-ü zâtî","تَنَزُّهُ ذَاتِي"
"te'nîs-i ezhân","تَأْنِيسِ اَذْهَانْ"
"terbiye-i vâhide","تَرْبِيَۀِ وَاحِدَه"
"tereccüh","تَرَجُّحْ "
"tereddî","تَرَدّ۪ي"
"tereffüh","تَرَفُّهْ"
"teres","تَرَسْ"
"tereşşuh","تَرَشُّحْ "
"terettüb-ü netice","تَرَتُّبُ نَتِيجَه"
"terhîs","تَرْخ۪يصْ"
"tertîbat","تَرْت۪يبَاتْ"
"terzil","تَرْذِيلْ"
"tesettür-ü nisâ","تَسَتُّرِ نِسَا "
"tese'ül","تَسَأُّلْ "
"teshîr-i rabbânî","تَسْخ۪يرِ رَبَّان۪ي"
"teshir-i sehâb","تَسْخِيرِ سَحَابْ"
"te'sîs-i ahkâm-ı risâlet","تَأْس۪يسِ اَحْكَامِ رِسَالَتْ "
"te'sîs-i islâmiyet","تَأْس۪يسِ اِسْلاَمِيَتْ "
"teşahhus","تَشَخُّصْ "
"teşeddüd","تَشَدُّدْ"
"teşekkül-ü ervâh","تَشَكُّلُ اَرْوَاحْ"
"teşettüt","تَشَتُّتْ"
"teşettüt-ü efkâr","تَشَتُّتُ اَفْكَارْ "
"teşevvüş-ü fikrî","تَشَوُّشُ فِكْر۪ي "
"teşkîlât","تَشْك۪يلَاتْ "
"teşkilât-ı esâsiye","تَشْك۪يلاَتِ  اَسَاسِيَه "
"teşmîl","تَشْم۪يلْ "
"teşrifat","تَشْرِيفَاتْ"
"tetebbu","تَتَبُّعْ"
"tevâtür","تَوَاتُرْ"
"tevâzu'","تَوَاضُعْ "
"teveccüh-ü âmme","تَوَجُّهِ عَامَّه "
"teveccüh-ü ehadiyet","تَوَجُّهُ اَحَدِيَتْ"
"teveccüh-ü ilahi","تَوَجُّهُ اِلٓهِي"
"teveccüh-ü nâs","تَوَجُّهُ نَاسْ "
"tevehhüm-ü ebediyet","تَوَهُّمِ اَبَدِيَتْ "
"tevehhüm-ü zarar","تَوَهُّمُ ضَرَرْ"
"tevessü'","تَوَسُّعْ"
"tevfîk","تَوْف۪يقْ "
"tevhîd-i hakîkî","تَوْحِيدِ حَقِيقِي "
"tevhîd-i ilâhî","تَوْحِيدِ اِلٓهِي "
"tevhîd-i zâhirî","تَوْح۪يدِ ظَاهِر۪ي"
"tevkîl","تَوْك۪يلْ "
"tevzîât","تَوْز۪يعَاتْ "
"tevzîn","تَوْز۪ينْ "
"tezāhür","تَظَاهُرْ"
"tezâhürât-ı hayâtiye","تَظَاهُرَاتِ حَيَاتِيَه"
"tezehhüd","تَزَهُّدْ "
"tezellül","تَذَلُّلْ "
"tezkere","تَذْكَرَه "
"tezkiye","تَزْكِيَه "
"tezyîf","تَزْي۪يفْ "
"tıfıl","طِفِلْ "
"tılsım-ı muğlak","طِلْسِمِ مُغْلَقْ"
"tılsım-ı muğlak-ı âlem","طِلْسِمِ مُغْلَقِ عَالَمْ"
"ticaretgâh","تِجَارَتْكَاهْ"
"ticâret-i azîme","تِجَارَتِ عَظ۪يمَه "
"tilmiz","تِلْم۪يذْ "
"tilmîz-i kur'ân","تِلْمِيزِ قُرْآنْ"
"timsâl-i sūret","تِمْثَالِ صُورَتْ"
"tûbâ-yı hilkat","طُوبَايِ خِلْقَتْ"
"tûfân","طُوفَانْ "
"tûl-ü emel","طُولِ اَمَلْ "
"tûl-ü ömür","طُولُ عُمُرْ "
"tūl-ü ömür","طُولُ عُمُرْ"
"turra-i ehadiyet","طُرَّۀِ اَحَدِيَتْ"
"turra-i samediyet","طُرَّۀِ صَمَدِيَتْ"
"turra-i vahdâniyet","طُرَّۀِ وَحْدَانِيَتْ"
"turra-i vahdet","طُرَّۀِ وَحْدَتْ"
"turuk-u evliyâ","طُرُوقُ اَوْلِيَا"
"turuk-u mütekellimîn","طُرُقِ مُتَكَلِّمِينْ"
"ucub","عُجُبْ"
"uhuvvet-i islâmiye","اُخُوّتِ اِسْلَامِيَه "
"ukde-i hayatiye","عُقْدَۀِ حَيَاتِيَه"
"ulemâ-yı ehl-i zâhir","عُلَمَايِ اَهْلِ ظَاهِرْ"
"ulemâ-yı ilm-i kelâm","عُلَمَايِ عِلْمِ كَلاَمْ"
"ulemâ-yı islâm","عُلَمَايِ اِسْلَامْ "
"ulemâ-yı yehûd","عُلَمَايِ يَهُودْ "
"ulûm-u müteârife","عُلُومُ مُتَعَارِفَه"
"ulüvv-ü cenâb","عُلُوُّ جَنَابْ "
"ulüvv-ü himmet","عُلُوُّ هِمَّتْ"
"ulviye","عُلْوِيَه"
"ulviyet","عُلْوِيَتْ"
"ulviyet-i mâhiyet","عُلْوِيَتِ مَاهِيَتْ"
"umûmiyet-i ihvân","عُمُومِيَتِ اِخْوَانْ"
"umûr-u gaybiye","اُمُورُ غَيْبِيَه "
"umûr-u hasîse","اُمُورُ حَادِثَه"
"unsuriyet","عُنْصُرِيَتْ"
"unsuriyetperver","عُنْصُرِيَتْپَرْوَرْ"
"unsur-u kesîf","عُنْصُرُ كَثِيفْ"
"unsur-u muhît","عُنْصُرُ مُحِيطْ"
"unsur-u zîhayât","عُنْصُرُذي حَيَاتْ"
"usūl","اُصُولْ"
"usûl-u medeniyet","اُصُولُ مَدَنِيَتْ"
"usûl-ü dîn","اُصُولُ د۪ينْ"
"usûl-ü fıkıh","اُصُولُ فِقْه "
"usûlü'd-dîn","اُصُولُ الدّ۪ينْ "
"uzv-u nâfi'","عُضْوِ نَافِعْ "
"ümmetî","اُمَّت۪ي "
"ümmî","اُمّ۪ي "
"üstâd-ı küll","اُسْتَادِ كُلْ"
"üsve-i hasene","اُسْوَۀِ حَسَنَه"
"üveysî","اُوَيْس۪ي "
"vacid","وَاجِدْ"
"vâfî","وَاف۪ي "
"vahdâniyet","وَحْدَانِيَتْ"
"vahdâniyet-i ilâhiye","وَحْدَانِيَتِ اِلٰهِيَه "
"vahdet-i idâre","وَحْدَتِ اِدَارَه"
"vahdet-i kalem","وَحْدَتِ قَلَمْ"
"vahdet-i mes'ele","وَحْدَتِ مَسْئَلَه "
"vahdet-i nev'iye","وَحْدَتِ نَوْعِيَه"
"vahdet-i saltanat","وَحْدَتِ سَلْطَنَتْ"
"vahşiyane","وَحْشِيَانَه"
"vahy-i rabbânî","وَحْيِ رَبَّان۪ي "
"vahy-i semavî","وَحْيِ سَمَاو۪ي "
"vakār","وَقَارْ "
"vâkıa mutâbık","وَاقِعَه مُطَابِقْ "
"vakıf","وَقِفْ "
"vaktâ ki","وَقْتَاكِه"
"vakt-i kerâhet","وَقْتِ كَرَاهَتْ "
"vâveylây-ı firak","وَاوَيْلَايِ فِرَاقْ"
"vâveylâ-yı firâk","وَاوَيْلَايِ فِرَاقْ "
"vâveylâ-yı mevt","وَاوَيْلَايِ مَوْتْ"
"vaz'iyet","وَضْعِيَتْ"
"vaz'iyet-i marziye","وَضْعِيَتِ مَرْضِيَه"
"vech-i ihtisas","وَجْهِ اِخْتِصَاصْ"
"vech-i muvâfakat","وَجْهِ مُوَافَقَتْ "
"vech-i rahmet","وَجْهِ رَحْمَتْ "
"vech-i tahsîs","وَجْهِ تَخْص۪يصْ "
"vedûd","وَدُودْ "
"velâdet-i ahmediye","وَلَادَتِ اَحْمَدِيَه"
"velâyet-i ahmediye","وَلَايَتِ اَحْمَدِيَه"
"velâyet-i kübrâ","وَلَايَتِ  كُبْرَا "
"veled","وَلَدْ "
"velediyet","وَلَدِيَتْ"
"velîni'met","وَل۪ي نِعْمَتْ "
"velvele-i istihsan","وَلْوَلَۀِ اِسْتِحْسَانْ"
"verâset-i ahmediye","وَرَاثَتِ اَحْمَدِيَه"
"verâset-i nebeviye","وَرَاثَتِ نَبَوِيَه "
"verâset-i nübüvvet","وَرَاثَتِ نُبُوَّتْ "
"verese-i enbiyâ","وَرَثَۀِ اَنْبِيَا "
"verese-i nübüvvet","وَرَثَۀِ نُبُوَّتْ"
"vesâit-i zâhiriye","وَسَائِطِ ظَاهِرِيَه "
"vesselâm","وَالسَّلَامْ"
"vezin","وَزِنْ"
"vilâyet","وِلَايَتِ "
"vird-i ekber","وِرْدِ اَكْبَرْ "
"vird-i zebân","وِرْدِ  زَبَانْ "
"vukūât-ı târîhiye","وُقُوعَاتِ تَارِخِيَه"
"vukū'u muayyen","وُقُوعُ مُعَيَّنْ "
"vuzūh","وُضُوحْ "
"vücud-u ârızî","وُجُودُ عَارِض۪ي"
"vücûd-u hâricî","وُجُودُ خَارِج۪ي "
"vücud-u hissî","وُجُودُ حِسِّي"
"vücûd-u ilmî","وُجُودُ عِلْم۪ي "
"vücûd-u misâlî","وُجُودُ مِثَال۪ي "
"vücûd-u nebâtî","وُجُودُ نَبَاتِي"
"vücûd-u vâcib","وُجُودُ وَاجِبْ "
"vücûd-u zâhirî","وُجُودُ ظَاهِرِي"
"vüs'at mutlaka","وُسْعَتِ مُطْلَقَه"
"vüs'ât-i rahmet","وُسْعَتِ رَحْمَتْ"
"yâdigâr","يَادِ  گَارْ "
"yağız","يَاغِيزْ "
"yakazaten","يَقَظَةً"
"yakînî","يَق۪ين۪ي "
"yakzan","يَقْظَانْ"
"yâr-ı bâkî","يَارِ بَاقِي"
"yed-i beyzâ","يَدْ  بَيْضَا "
"yed-i beyzâ-yı islâm","يَدْ  بَيْضَايِ اِسْلَامْ "
"yed-i kudret","يَدِ قُدْرَتْ"
"yed-i muhsin","يَدِ مُحْسِنْ"
"yehûd","يَهُودْ"
"yek-çeşm","يَكْ چَشْمْ "
"yeknesak","يَكْنَسَقْ "
