"a","ه"
"NISF-I EVVEL","نِصْفِ اَوَّلْ "
"NİDÂ","نِدَا "
"NİHÂYET","نِهَايَتْ"
"NİKMET","نِقْمَتْ"
"NİSBETEN","نِسْبَتًا"
"NİSBET-İ RABBÂNİYE","نِسْبَتِ رَبَّانِيَه"
"NİSBET-İ VATANÎ","نِسْبَتِ وَطِنِي"
"NİSEB","نِسَبْ"
"NİSYAN-I MUTLAK","نِسْيَانِ مُطْلَقْ"
"NİŞÂN","نِشَانَ"
"NİYET-İ SÂDIKA","نِيَتِ صَادِقَه"
"NİZÂ'","نِزَاعْ"
"NİZĀM","نِظَامْ "
"NİZAM-I EKMEL","نِظَامِ اَكْمَلْ"
"NİZAM-I FITRAT","نِظَامِ فِطْرَتْ"
"NİZÂM-I HİKMET","نِظَامِ حِكْمَتْ"
"NOKSÂNİYET","نُقْصَانِيَتْ"
"NOKTA-İ İTTİSAL","نُقْطَۀِ اِتِّصَالْ"
"NOKTA-İ KEMAL","نُقْطَۀِ كَمَالْ"
"NOTA","نُوطَه"
"NUMÛNE","نُمُونَه "
"NUR CEMAL","نُورْ جَمَالْ"
"NÛRÂNÎ","نُورَان۪ي"
"NUREFŞAN","نُورْاَفْشَانْ"
"NÛR-U A'ZAM","نُورُ اَعْظَمْ"
"NUR-U A'ZAM-I NÜBÜVVET","نُورُ اَعْظَمِ نُبُوَّتْ"
"NUR-U İLM-İ EZELÎ","نُورُ عِلْمِ اَزَل۪ي"
"NUR-U RAHMET-İ ALEM","نُورُ رَحْمَتِ عَالَمْ"
"NÛR-U TEVHÎD","نُورُ تَوْح۪يدْ"
"NÛRU'L-ENVÂR","نُورُ اْلاَنْوَارْ "
"NÛRUN ALÂ NÛR","نُورٌ عَلٰي نُورْ "
"NUTK-U BEŞERÎ","نُطْقُ بَشَر۪ي "
"NUTUK","نُطُقْ "
"NÜFÛS","نُفُوسْ"
"NÜFÛS-U HABÎSE","نُفُوسُ خَبِيثَه"
"NÜFÛS-U SEBA","نُفُوسُ سَبْعَه"
"NÜFÛZ","نُفُوذْ "
"NÜSHA-İ ÂHAR","نُسْخَۀِ آخَرْ"
"NÜSHA-İ CÂMİA","نُسْخَۀِ جَامِعَه"
"NÜSHA-İ ENVER","نُسْخَۀِ اَنْوَرْ"
"NÜVE-İ İMTİSÂL","نُوَۀِ اِمْتِثَالْ"
"NÜZÛL","نُزُولْ "
"NÜZÛL-Ü VAHİY","نُزُولُ وَحِيْ "
"OKKA","اُوقَّه "
"ORDUGÂH","اُورْدُوگَاهْ "
"OTAĞ","اُوتَاغْ "
"ÖMR-Ü ZÂİL","عُمْرٌ زَائِلْ "
"PÂDİŞÂH-I ÂLÎ","پَادِشَاهِ عَالِي"
"PARA","پَارَه"
"PARE","پَارَه"
"PATİSKA","پَاتِسْقهَ"
"PERDEDÂR-I DEST-İ KUDRET","پَرْدَه دَارِ دَسْتِ قُدْرَتْ "
"PERDE-İ İZZET","پَرْدَۀِ عِزَّتْ"
"PERDE-İ İZZET VE AZAMET","پَرْدَۀِ عِزَّتْ و عَظَمَتْ"
"PERDE-İ ZÂHİRÎ","پَرْدَۀِ ظَاهِر۪ي"
"PERDE-İ ZĀHİRİYE","پَرْدَۀِ ظَاهِرِيَه"
"PERVANE","پَرْوَانَه"
"PERVÂZ","پَرْوَازْ"
"PERVERDE","ﭘََرْوَرْدَه"
"PEST","پَسْتْ "
"PÎŞDÂR","پ۪يشْدَارْ "
"PUSULA","پُوصُولَه"
"PÜR-HATAR","پُرْ خَطَرْ"
"PÜR-MERÂK","پُرْمَرَاقْ"
"PÜR-ŞER BEŞER","پُرْ شَرْ بَشَرْ "
"RABB-İ RAHÎM","رَبِّ رَح۪يمْ "
"RÂBİA","رَابِعَه"
"RÂCİH","رَاجِحْ "
"RÂDDE","رَادَّه "
"RAĞBET-İ AMME","رَغْبَتِ عَامَّه"
"RAHÎM-İ KERÎM","رَح۪يمِ كَر۪يمْ "
"RAHÎM-İ MUTLAK"," رَح۪يمِ مُطْلَقْ"
"RAHMÂN","رَحْمَنْ"
"RAHMÂN-I RAHÎM","رَحْمٰنِ رَح۪يمْ "
"RAHMET-İ UZMÂ-YI İLÂHİYE","رَحْمَتِ عُظْمَايِ اِلٰهِيَه"
"RAİYET","رَعِيَتْ "
"RAİYETPERVER","رَعِيَتْپَرْوَرْ"
"RAÛF","رَؤُفْ "
"REDD-İ MÜDÂHALE","رَدِّ مُدَاخَلَه"
"REFAHET","رَفَاهَتْ"
"RE'FET-İ RABBANİYE","رَأْفَتِ رَبَّانِيَه"
"RE'FETKÂRÂNE","رَأْفَتْكَارَانَه "
"REFÎK","رَفِيقْ"
"REHÂVET","رَخَاوَتْ "
"REHBER-İ EKMEL","رَهْبَرِ اَكْمَلْ"
"REMZEN","رَمْزًا "
"REMZÎ","رَمْز۪ي "
"REMZ-İ HİKMET","رَمْزِ حِكْمَتْ"
"REMZ-İ HİKMET-İ KÂİNÂT","رَمْزِ حِكْمَتِ كَائِنَاتْ"
"REMZ-İ KADER","رَمْزِ قَدَرْ "
"REMZ-İ NİZÂM","رَمْزِ نِظَامْ"
"RENCİDE","رَنْج۪يدَه "
"RESÛL","رَسُولْ "
"REŞHA","رَشْحَه "
"REZZÂK","رَزَّاقْ "
"RIZÂ-YI BÂRİ","رِضَايِ بَار۪ي"
"RIZÂ-YI İLÂHÎ","رِضَايِ اِلٰه۪ي"
"RIZÂ-YI KÜFÜR","رِضَايِ كُفُرْ"
"RIZK-I FITRÎ","رِزْقِ فِطْر۪ي "
"RİCÂL-İ DEVLET","رِجَالِ  دَوْلَتْ "
"RİKKAT-İ CİNSİYE","رِقَّتِ جِنْسِيَه "
"RİSÂLE","رِسَالَه "
"RİSÂLET","رِسَالَتْ "
"RUHANÎ","رُوحَان۪ي "
"RUHBÂNİYET","رُهْبَانِيَتْ "
"RÛH-U ÂLÎ","رُوحُ عَالِي"
"RÛH-U BEŞER","رُوحِ بَشَرْ"
"RÛH-U HABÎS","رُوحُ خَب۪يثْ"
"RUMUZ","رُمُوزْ"
"RUMÛZ-U ŞATHİYÂT","رُمُوزُ شَطْحِيَاتْ"
"RÛZNÂME","رُوزْنَامَه"
"RÛZ-U CEZÂ","رُوزِ جَزَا "
"RÜCÛ'","رُجُوعْ "
"RÜTBETEN","رُتْبَةً"
"RÜYÂ-YI SÂDIKA","رُؤْيَايِ صَادِقَه "
"RÜ'YET-İ CEMÂL","رُؤْيَتِ جَمَالْ"
"RÜ'YET-İ CEMÂL-İ İLÂHÎ","رُؤْيَتِ جَمَالِ اِلٓهِي"
"RÜ'YET-İ İLÂHİYE","رُؤْيَتِ اِلٰهِيَه"
"SAADET-İ EBEDİYE","سَعَادَتِ اَبَدِيَه"
"SAÂDET-İ UHREVÎYE","سَعَادَتِ اُخْرَوِيَه "
"SÂBIKAN","سَابِقًا "
"SABIRŞİKEN","صَبِرْ شِكَنْ "
"SÂBİA","سَابِعهَ"
"SABR-I CEMÎL","صَبْرِ جَم۪يلْ "
"SADAKA-İ MAKBÛLE","صَدَقَۀِ مَقْبُولَه "
"SADÂ-YI KUR'ÂN","صَدَايِ قُرْاٰنْ"
"SADE-DİL","سَادَه دِلْ"
"SÂDIKĀNE","صَادِقَانَه "
"SADIR","صَدِرْ "
"SAFF-I EVVEL","صَفِّ اَوَّلْ"
"SAHÂBET","صَحَابَتْ"
"SÂHİB-İ KEMÂL","صَاحِبِ كَمَالْ"
"SAHÎH","صَح۪يحْ "
"SAÎD","سَع۪يدْ "
"SÂİK-İ HAKÎM","سَائِقِ حَكِيمْ"
"SAKAR","سَقَرْ "
"SAKÎM","سَق۪يمْ "
"SAKİN","سَاكِنْ "
"SAKO","صَاقُو "
"SALÂBET-İ DÎNİYE","صَلَابَتِ د۪ينِيَه"
"SALÂH-I HÂL","صَلَاحِ حَالْ "
"SALAVÂT","صَلَوَاتْ "
"SALTANAT-I HAŞMET","سَلْطَنَتِ حَشْمَتْ"
"SAMED","صَمَدْ "
"SAMEDİYET","صَمَدِيَتْ "
"SAN'ATKÂRÂNE","صَنْعَتْكَارَانَه "
"SANDUKÇA-İ UHREVİYE","صَنْدُوقْجَۀِ اُخْرَوِيَه "
"SANEM-MİSÂL","صَنَمْ مِثَالْ"
"SANEMPEREST","صَنَمْپَرَسْتْ"
"SANSÜR","سَانْسُورْ "
"SARF VE NAHİV","صَرْفْ وَ نَحِوْ"
"SARF-I NAZAR","صَرْفِ نَظَرْ"
"SARFİYÂT","صَرْفِيَاتْ "
"SÂRÎ İLLET","سَار۪ي عِلَّتْ "
"SÂRÎYE","سَارِيَه"
"SATH-I ARZ","سَطْحِ اَرْضْ "
"SATIH","سَطِحْ "
"SAVM-I VİSÂL","صَوْمِ  وِصَالْ "
"SEBEB-İ DEF'-İ MUSİBET","سَبَبِ دَفْعِ مُص۪يبَتْ "
"SEBEB-İ HİLKAT-İ ÂLEM","سَبَبِ خِلْقَتِ عَالَمْ "
"SEBEB-İ HİLKAT-İ EFLÂK","سَبَبِ خِلْقَتِ اَفْلاَكْ"
"SEBEB-İ HUSÛL","سَبَبِ حُصُولْ"
"SEBEB-İ NECÂT","سَبَبِ نَجَاتْ"
"SEBKATİYET","سَبْقَتِيَتْ "
"SECİYE","سَجِيَه"
"SECİYETEN","سَجِيَتًا"
"SED","سَدْ"
"SEFERBERLİK","سَفَرْبَرْلِكْ"
"SEFÎH","سَف۪يهْ "
"SEFÎL","سَفيِلْ"
"SEHİL","سَهِلْ "
"SEHİV","سَهِوْ"
"SEKENE-İ ARZ","سَكَنَۀِ اٰرْضْ"
"SEKÎNE","سَك۪ينَه "
"SEKİR","سَكِرْ "
"SELÂM","سَلَامْ "
"SELÂMET-İ ÎMÂN","سَلَامَتِ ا۪يمَانْ "
"SELÎM","سَل۪يمْ"
"SELM","سَلْمْ"
"SEMERE-İ ÂLEM","ثَمَرَۀِ عَالَمْ"
"SEMERE-İ ŞECERE-İ HİLKAT","ثَمَرَۀِ شَجَرَۀِ خِلْقَتْ"
"SEMÎ'","سَم۪يعْ "
"SEMM-İ MURDAR","سَمِّ مُرْدَارْ"
"SENÂ-YI KUR'ÂNÎYE","ثَنَايِ قُرْاٰن۪يّهَ"
"SENED-İ SAHÎH","سَنَدِ صَح۪يحْ "
"SERGÜZEŞT-İ HAYAT","سَرْكُزَشْتِ حَيَاتْ"
"SER-İ SERDAR","سَرِ سَرْدَارْ"
"SERMEDÎ","سَرْمَد۪ي "
"SERMEDİYET","سَرْمَدِيَتْ "
"SERMEDİYET-İ HÂKİMİYET","سَرْمَدِيَتِ حَاكِمِيَتْ "
"SERPÛŞ","سَرْپُوشْ"
"SERRİŞTE","سَرْ رِشْتَه "
"SETİR","سَتِرْ "
"SEVÂB-I A'MÂL","ثَوَابِ اَعْمَالْ"
"SEVK-İ FITRÎ","سَوْقِ فِطْر۪ي "
"SEYF-İ RAHMET-İ ÂLEM","سَيْفِ رَحْمَتِ عَالَمْ "
"SEYL-İ KÂİNÂT","سَيْلِ كَائِنَاتْ"
"SEYL-İ ZAMÂN","سَيْلِ زَمَانْ "
"SEYYÂH-I TÂLİB","سَيَّاحِ طَالِبْ"
"SEYYÂR","سَيَّارْ "
"SIBGA-İ RAHMÂNÎ","صِبْغَۀِ رَحْمَانِي"
"SIFAT-I İRADE","صِفَتِ اِرَادَه"
"SIRR-I ADEDİYET","سِرِّ عَدَدِيَتْ"
"SIRR-I DAKÎK","سِرِّ دَق۪يقْ "
"SIRR-I EHADİYET","سِرِّ  اَحَدِيَتْ "
"SIRR-I HİLKAT","سِرِّخِلْقَتْ"
"SIRR-I İHLÂS","سِرِّ اِخْلَاصْ "
"SIRR-I İNSANÎ","سِرِّ اِنْسَان۪ي "
"SIRR-I İŞÂRÎ","سِرِّ اِشَار۪ي "
"SIRR-I TEKLÎF","سِرِّ تَكْلِيفْ"
"SIRR-I UHUVVET","سِرِّ اُخُوَّتْ"
"SIRR-I UHUVVET-İ HAKÎKİYE","سِرِّ اُخُوَّتِ حَق۪يقِيَه"
"SIRR-I VAHDET","سِرِّ وَحْدَتْ"
"SIRR-I VERÂSET-İ NÜBÜVVET","سِرِّ وَرَاثَتِ نُبُوَّتْ "
"SİCİN","سِجِنْ"
"SİDRE","سِدْرَه"
"SİKKE-İ EHADİYET","سِكَّۀِ اَحَدِيَتْ "
"SİKKE-İ FITRAT","سِكَّۀِ فِطْرَتْ "
"SİKKE-İ GAYBİYE","سِكَّۀِ غَيْبِيَه"
"SİKKE-İ HİLKAT","سِكَّۀِ خِلْقَتْ "
"SİKKE-İ SAMEDİYET","سِكَّۀِ صَمَدِيَتْ"
"SÎKKE-İ TASDÎK","سِكَّۀِ تَصْد۪يقْ"
"SİKKE-İ TEVHÎD","سِكَّۀِ تَوْح۪يدْ"
"SİKKE-İ VAHDET","سِكَّۀِ وَحْدَتْ "
"SİLLE","سِلَّه "
"SİLSİLE-İ EFKÂR","سِلْسِلَۀِ اَفْكَارْ"
"SİLSİLE-İ HASENÂT","سِلْسِلَۀِ حَسَنَاتْ"
"SİLSİLE-İ KERÂMET","سِلْسِلَۀِ كَرَامَتْ "
"SİLSİLE-İ MEVCÛDÂT","سِلْسِلَۀِ مَوْجُودَاتْ"
"SİNN-İ KEMÂL","سِنِّ كَمَالْ"
"SİNN-İ TEKLÎF","سِنِّ تَكْلِيفْ"
"SİNN-İ TEMYİZ","سِنِّ تَمْيِيزْ"
"SİRÂC","سِرَاجْ "
"SOFESTÂÎ","سُوفَسْطَائ۪ي "
"SOFÎ","صُوف۪ي"
"SOSYALİST","صُوسُيَالِستْ"
"SUÂL","سُؤَالْ"
"SUÂL-İ MUKADDER","سُؤَالِ مُقَدَّرْ "
"SUBH-U HAŞİR","صُبْحُ حَشْرْ"
"SUBH-U KIYAMET","صُبْحُ قِيَامَتْ"
"SUHRE","سُخْرَه"
"SUHÛLET","سُهُولَتْ "
"SUHÛLET-İ BEYÂN","سُهُولَتِ بَيَانْ "
"SUHÛLET-İ MUTLAKA","سُهُولَتِ مُطْلَقَه"
"SU'-İ HAL","سُوءِ حَالْ"
"SÛ'-İ İHTİYÂR","سُوءِ اِخْتِيَارْ"
"SÛ'-İ İSTİ'MÂLÂT","سُوءِ اِسْتِعْمَالَاتْ "
"SÛ'-İ TEFSÎR","سُوءِ تَفْسِيرْ"
"SUKŪT","سُقُوطْ "
"SULFATO","صُولْفَاتُو"
"SULTÂN-I EZEL VE EBED","سُلْطَانِ اَزَلْ وَ اَبَدْ"
"SULTAN-I SERMEDÎ","سُلْطَانِ سَرْمَدِي"
"SŪRET-İ TAHAKKUK","صُورَتِ تَحَقُّقْ"
"SUÛD","صُعُودْ"
"SÜBÛT-U İLMÎ","ثُبُوتُ عِلْم۪ي"
"SÜLÜS","ثُلُثْ"
"SÜLÜS-Ü KUR'ÂN","ثُلُثُ قُرْآنْ"
"SÜMME","ثُمَّ "
"SÜNNET-İ MÜEKKEDE","سُنَّتِ  مُؤَكَّدَه "
"SÜNNET-İ SENİYE","سُنَّتِ سَنِيَه "
"SÜNNETULLÂH","سُنَّةُ اللّٰهْ "
"SÜREYYÂ","ثُرَيَّا "
"SÜRÛR","سُرُورْ"
"SÜRÛR-U MUKADDES","سُرُورِ مُقَدَّسْ"
"SÜVER-İ KUR'ÂNİYE","سُوَرِ قُرْاٰنِيَه "
"SÜVEYDÂ","سُوَيْدَا "
"SÜVEYDÂ-YI KALB","سُوَيْدَايِ قَلْبْ"
"ŞA'BÂN-I MUAZZAM","شَعْبَانِ مُعَظَّمْ "
"ŞA'BÂN-I ŞERÎF","شَعْبَانِ شَر۪يفْ "
"ŞÂFÎ","شَاف۪ي "
"ŞÂFÎ-İ HAKÎM","شَاف۪ئِ حَك۪يمْ "
"ŞAH-I EVLİYA","شَاهِ اَوْلِيَا "
"ŞÂH-I VELÂYET","شَاهِ وَلَايَتْ "
"ŞÂHİD-İ EZELÎ","شَاهِدِ اَزَلِي"
"ŞÂHİD-İ SÂDIK","شَاهِدِ صَادِقْ "
"ŞÂHİD-İ SĀDIK","شَاهِدِ صَادِقْ"
"ŞAHM","شَحْمْ "
"ŞAHS-I MA'NEVÎ","شَخْصِ مَعْنَو۪ي "
"ŞAHS-I VAHİD","شَخْصِ وَاحِدْ"
"ŞAHSİYET-İ ÂDEMİYET","شَخْصِيَتِ آدَمِيَتْ"
"ŞAKK-I KAMER","شَقِّ قَمَرْ"
"ŞÂRIK","شَارِقْ"
"ŞARK-I ŞİMÂLÎ","شَرْقِ شِمَال۪ي "
"ŞARLATAN","شَارْلَاتَانْ "
"ŞA'ŞAA","شَعْشَعَه"
"ŞAYÂN-I ESEF","شَايَانِ اَسَفْ "
"ŞÂYÂN-I HAYRET","شَايَانِ حَيْرَتْ "
"ŞÂYÂN-I ŞÜKRÂN","شَايَانِ شُكْرَانْ "
"ŞÂYÂN-I TEMÂŞÂ","شَايَانِ تَمَاشَا "
"ŞECERE-İ BÂKİYE","شَجَرَۀِ بَاقِيَه"
"ŞECERE-İ HAYAT","شَجَرَۀِ حَيَاتْ "
"ŞECERE-İ HİLKAT","شَجَرَۀِ خِلْقَتْ "
"ŞECERE-İ ÖMÜR","شَجَرَۀِ عُمُرْ"
"ŞECERE-İ TÛBÂ","شَجَرَۀِ طُوبَا"
"ŞECERE-İ ZÎHAYÂT","شَجَرَۀِ ذِي حَيَاتْ"
"ŞEFKATPERVER","شَفْقَتْپَرْوَرْ"
"ŞEHÂDET-İ SÂDIKA","شَهَادَتِ صَادِقَه"
"ŞEHD-İ ŞEHADET","شَهْدِ شَهَادَتْ"
"ŞEK","شَكْ "
"ŞEMM","شَمّ"
"ŞEMS-İ EZEL VE EBED","شَمْسِ اَزَل وَ اَبَدْ "
"ŞEMS-İ EZELÎ","شَمْسِ اَزَل۪ي "
"ŞEMS-İ EZELİYE","شَمْسِ اَزَلِيَه "
"ŞEMS-İ HAKÎKAT","شَمْسِ حَق۪يقَتْ"
"ŞEMS-İ HİDÂYET","شَمْسِ هدِاَيَتْ"
"ŞEMS-İ KEMÂLÂT","شَمْسِ كَمَالَاتْ"
"ŞEMS-İ NÜBÜVVET","شَمْسِ نُبُوَّتْ"
"ŞEMS-İ SERMED","شَمْسِ سَرْمَدْ"
"ŞEMS-İ SERMEDÎ","شَمْسِ سَرْمَد۪ي "
"ŞE'N-İ ZÂTÎ","شَأْنِ ذَاتِي"
"ŞERÂİT-İ HAYÂT","شَرَائِطِ حَيَاتْ"
"ŞERÂİT-İ HAYÂTİYE","شَرَائِطِ حَيَاتِيَه"
"ŞERÂİT-İ HİLÂFET","شَرَائِطِ خِلَافَتْ "
"ŞERÎAT","شَر۪يعَتْ"
"ŞERÎAT-I FITRİYE","شَر۪يعَتِ فِطْرِيَه "
"ŞERÎAT-I FITRİYE-İ KÜBRÂ","شَر۪يعَتِ فِطْرِيَۀِ كُبْرَا "
"ŞERÎK","شَر۪يكْ "
"ŞERÎK-İ ZÂTÎ","شَر۪يكِ ذَات۪ي "
"ŞERR-İ HAZÎN","شَرِّ حَزِينْ"
"ŞERR-İ MAHZ","شَرِّ مَحْضْ "
"ŞETİM","شَتِمْ "
"ŞEVKET-İ İSLÂMİYET","شَوكَتِ اِسلاَمِيَتْ"
"ŞEVK-İ MUKADDES","شَوْقِ مُقَدَّسْ"
"ŞEVK-İ TENZÎLÎ","شَوْقِ تَنْزِيلِي"
"ŞEYHAYN","شَيْخَيْنْ "
"ŞEYHÜLİSLÂM","شَيْخُ اْلاِسْلَامْ "
"ŞEYTÂN-I RACÎM","شَيْطَانِ رَج۪يمْ"
"ŞIKK-I MUHÂLİF","شِقِّ مُخَالِفْ"
"ŞİDDET-İ TAKVÂ","شِدَّتِ تَقْوَا"
"ŞİDDET-İ ZUHÛR","شِدَّتِ ظُهُورْ "
"ŞİMENDİFER","شِيمَنْدِيفَرْ"
"ŞİRK-İ HAFÎ","شِرْكِ خَف۪ي "
"ŞİTA","شِتَا"
"ŞUÂ'","شُعَاعْ"
"ŞÛRÂ-YI DEVLET","شُورَايِ  دَوْلَتْ "
"ŞÜKR-Ü KÜLLİ","شُكْرُ كُلِّي"
"ŞÜKR-Ü KÜLLÎ","شُكْرُ كُلِّي"
"TAADDÜD-Ü ENBİYÂ","تَعَدُّدُ اَنْبِيَا"
"TAADDÜD-Ü MERKEZ","تَعَدُّدُ مَرْكَزْ"
"TAAHHÜD-Ü RABBÂNÎ","تَعَهُّدُ رَبَّان۪ي"
"TAALLÜM","تَعَلُّمْ"
"TAARRÜF","تَعَرُّفْ"
"TAARRÜF-Ü RABBÂNÎ","تَعَرُّفُ رَبَّان۪ي"
"TAATTUF","تَعَطُّفْ"
"TABAKA-İ AVÂM","طَبَقَۀِ عَوَامْ"
"TABAKA-İ HAVÂS","طَبَقَۀِ خَوَاصْ "
"TABÎAT-I EŞYÂ","طَب۪يعَتِ اَشْيَا "
"TABİATPEREST","طَبِيعَتْپَرَسْتْ"
"TABÎB-İ HÂZIK","طَب۪يبِ حَاذِقْ"
"TÂBİÎN","تَابِع۪ينْ "
"TABUR","طَابُورْ"
"TAFDÎL","تَفْض۪يلْ "
"TAFSÎL","تَفْص۪يلْ "
"TAFSÎLÂT","تَفْص۪يلَاتْ "
"TAFSÎLÎ","تَفْص۪يل۪ي "
"TAFSÎL-İ MAHİYET","تَفْص۪يلِ مَاهِيَتْ"
"TAHABBÜB","تَحَبُّبْ "
"TAHABBÜB-Ü İLÂHÎ","تَحَبُّبُ اِلٰه۪ي"
"TAHAFFUZ","تَحَفَّظْ "
"TAHALLÜL","تَخَلُّلْ"
"TAHAMMUK","تَحَمُّقْ "
"TAHANNÜN","تَحَنُّنْ"
"TAHARRÜF","تَحَرُّفْ"
"TAHARRÜK","تَحَرُّكْ "
"TAHASSUN","تَحَصُّنْ"
"TAHASSUS","تَخَصُّصْ "
"TAHATTUR-U FARAZÎ","تَخَطُّرُ فَرَض۪ي"
"TAHAVVÜF","تَخَوُّفْ "
"TAHAYYÜL-Ü ŞETİM","تَخَيُّلُ شَتِمْ"
"TAHAYYÜZ","تَحَيُّزْ "
"TAHKÎK","تَحْق۪يقْ "
"TAHKÎKÎ","تَحْق۪يق۪ي "
"TAHKÎM","تَحْك۪يمْ "
"TAHRÎB-İ MEDENİYET","تَخْرِيبِ مَدَنِيَتْ"
"TAHRÎFÂT","تَحْر۪يفَاتْ "
"TAHRÎM","تَحْرِيمْ"
"TAHRÎR","تَحْر۪يرْ"
"TAHSÎL","تَحْص۪يلْ "
"TAHSÎN","تَحْس۪ينْ"
"TAHSÎS","تَخْص۪يصْ"
"TAHSÎSÂT","تَخْص۪يصَاتْ "
"TAHTE'L-BAHİR","تَحْتَ الْبَحِرْ "
"TAHT-I EMİR","تَحْتِ اَمِرْ "
"TAHT-I HÂKİMİYET","تَحْتِ حَاكِمِيَتْ "
"TAHT-I NEZÂRET","تَحْتِ نَظَارَتْ "
"TAHT-I RİYÂSET","تَحْتِ رِيَاسَتْ"
"TAHT-I SİLÂH","تَحْتِ سِلَاحْ "
"TAHT-I TASARRUF","تَخْتِ تَصَرُّفْ "
"TAHT-I TASDÎK","تَحْتِ تَصْدِيقْ"
"TAHT-I TEVKÎF","تَحْتِ تَوْق۪يفْ "
"TAHTİE","تَخْطِئَه "
"TAHVÎL","تَحْو۪يلْ "
"TAHVÎL-İ MEKÂN","تَحْوِيلِ مَكَانْ "
"TAKADDÜS","تَقَدُّسْ "
"TAKARRUR","تَقَرُّرْ "
"TAKDÎM","تَقْد۪يمْ "
"TAKDÎR","تَقْدِيرْ"
"TAKSÎMÂT","تَقْس۪يمَاتْ"
"TAKSÎM-İ AKLÎ","تَقْس۪يمِ عَقْل۪ي "
"TAKSÎM-İ UMÛR","تَقْس۪يمِ اُمُورْ"
"TAKVÎM","تَقْوِيمْ"
"TALAK","طَلَاقْ"
"TĀLİB","طَالِبْ"
"TÂLİB-İ DÜNYA","طَالِبِ دُنْيَا"
"TALİH","طَالِحْ"
"TA'LÎKAN","تَعْل۪يقًا "
"TA'LİM","تَعْل۪يمْ"
"TANGO","طانْغُو"
"TARAFGÎRLİK","طَرَفْگ۪يرْلِكْ"
"TARD-I ŞERÎK","طَرْدِ شَر۪يكْ "
"TÂRÎH-İ KADÎM"," تَار۪يخِ قَد۪يمْ "
"TÂRÎH-İ VELÂDET","تَارِيخِ وَلَادَتْ"
"TÂRİK","تَارِكْ "
"TARÎKAT","طَر۪يقَتْ"
"TARÎK-İ CEHRİYE","طَرِيقِ جَهْرِيَه"
"TÂRİK-İ DÜNYA","تَارِكِ دُنْيَا "
"TÂRİK-İ DÜNYÂ","تَارِكِ دُنْيَا "
"TARÎK-İ HAK","طَر۪يقِ حَقْ "
"TARÎK-İ HAKÎKAT","طَر۪يقِ حَقِيقَتْ"
"TARÎK-İ KUR'ÂNÎ","طَرِيقِ قُرْآنِي"
"TARÎK-İ MÜSTAKÎM","طَر۪يقِ مُسْتَق۪يمْ "
"TARÎK-İ VAHDÂNİYET","طَر۪يقِ وَحْدَانِيَتْ"
"TARZ-I BEYÂN","طَرْزِ بَيَانْ"
"TARZ-I İNTİHABÂT","طَرْزِ اِنْتِخَابَاتْ"
"TARZ-I MAÎŞET","طَرْزِ مَع۪يشَتْ "
"TARZ-I MÜDÂFAA","طَرْزِ مُدَافَعَه "
"TARZ-I NAZAR","طَرْزِ نَظَرْ"
"TARZ-I TELAKKÎ","طَرْزِ تَلَقّ۪ي "
"TARZİYE","تَرْضِيَه "
"TASALLÜB","تَصَلُّبْ"
"TASANNU'","تَصَنُّعْ"
"TASAVVUF","تَصَوُّفْ"
"TASAVVURAN","تَصَوُّرًا"
"TASAVVUR-U KÜFÜR","تَصَوُّرُ كُفُرْ"
"TASAVVUR-U VAHİY","تَصَوُّرُ وَحِي"
"TASAVVUR-U ZEVÂL","تَصَوُّرُزَوَالْ"
"TASDÎKNÂME","تَصْدِيقْنَامَه"
"TASHÎH","تَصْح۪يحْ "
"TASRÎF-İ HAVA","تَصْرِيفِ هَوَا"
"TASVÎR-İ HAKÎKAT","تَصْوِيرِ حَقِيقَتْ"
"TATBÎK-İ AMEL","تَطْبِيقِ عَمَلْ"
"TAVAZZUH","تَوَضُّحْ "
"TAVLA","تَاوْلَا "
"TAVR-I AKIL","طَوْرِ عَقِلْ"
"TAVR-I NEBEVÎ","طَوْرِ نَبَو۪ي"
"TA'YÎNÂT","تَعْي۪ينَاتْ"
"TAZARRUF","تَظَرُّفْ"
"TA'ZİYENÂME","تَعْزِيَه نَامَه "
"TEBÂRÜZ","تَبَارُزْ"
"TEBDÎL-İ HAVA","تَبْد۪يلِ هَوَا"
"TEBDÎL-İ MEKÂN","تَبْد۪يلِ مَكَانْ "
"TEBEİYET","تَبَعِيَتْ "
"TEBELBÜL-Ü AKVÂM","تَبَلْبُلُ اَقْوَامْ"
"TEBLİĞ-İ RİSÂLET","تَبْلِيغِ رِسَالَتْ"
"TEBYÎZ","تَبْي۪يضْ "
"TECDÎD-İ BÎAT","تَجْد۪يدِ ب۪يعَتْ "
"TECELLÎ-İ SIRR-I EHADİYET","تَجَلِّئِ سِرِّاَحَدِيَتْ"
"TECELLİYÂT","تَجَلِّيَاتْ"
"TECELLİYÂT-I SEYYÂL","تَجَلِّيَاتِ سَيَّالْ"
"TECEMMU'","تَجَمُّعْ"
"TECENNÜB","تَجَنُّبْ "
"TECRÎD-İ MUTLAK","تَجْر۪يدِ مُطْلَقْ "
"TECRÎD-İ MÜNFERİD","تَجْر۪يدِ مُنْفَرِدْ "
"TEDEHHÜŞ","تَدَهُّشْ"
"TEDVÎR-İ KÂİNÂT","تَدْو۪يرِكَائِنَاتْ "
"TEEMMEL","تَأَمَّلْ"
"TEEYYÜD","تَأَيُّدْ "
